住所（スプレッドシート用）,Latitude,Longitude,世帯数
兵庫県神戸市東灘区本山南町４丁目,34.7213942,135.2800314,218
兵庫県神戸市東灘区本山南町５丁目,34.7203067,135.2776859,607
兵庫県神戸市東灘区本山南町６丁目,34.7257651,135.2870686,696
兵庫県神戸市東灘区本山南町７丁目,34.7246777,135.2847227,693
兵庫県神戸市東灘区本山南町８丁目,34.7235903,135.282377,764
兵庫県神戸市東灘区本山南町９丁目,34.7230678,135.2788586,968
兵庫県神戸市東灘区森北町１丁目,34.73180970000001,135.2929337,368
兵庫県神戸市東灘区森北町２丁目,34.7305918,135.2897078,198
兵庫県神戸市東灘区森北町３丁目,34.7300587,135.2873618,356
兵庫県神戸市東灘区森北町４丁目,34.7321037,135.2874631,595
兵庫県神戸市東灘区森北町５丁目,34.7340485,135.2905876,257
兵庫県神戸市東灘区森北町６丁目,34.7340697,135.2882415,429
兵庫県神戸市東灘区森北町７丁目,34.7362658,135.2905876,474
兵庫県神戸市東灘区森南町１丁目,34.7301359,135.2941068,856
兵庫県神戸市東灘区森南町２丁目,34.7285049,135.2905876,419
兵庫県神戸市東灘区森南町３丁目,34.7289393,135.2885348,323
兵庫県神戸市灘区神戸市灘区,34.7139737,135.2281184,69527
兵庫県神戸市灘区青谷町２丁目,34.7129807,135.2123527,113
兵庫県神戸市灘区青谷町３丁目,34.7143706,135.2117672,180
兵庫県神戸市灘区青谷町４丁目,34.7149343,135.2105962,276
兵庫県神戸市灘区赤坂通１丁目,34.7180743,135.2242113,119
兵庫県神戸市灘区赤坂通２丁目,34.7175302,135.22304,38
兵庫県神戸市灘区赤坂通３丁目,34.71685009999999,135.2215758,169
兵庫県神戸市灘区赤坂通４丁目,34.716447,135.2201117,85
兵庫県神戸市灘区赤坂通５丁目,34.7159029,135.2189405,90
兵庫県神戸市灘区赤坂通６丁目,34.7154292,135.2176229,146
兵庫県神戸市灘区赤坂通７丁目,34.7148851,135.2164517,210
兵庫県神戸市灘区赤坂通８丁目,34.714341,135.2152805,226
兵庫県神戸市灘区赤松町１丁目,34.72352,135.2353407,60
兵庫県神戸市灘区赤松町２丁目,34.723394,135.2338761,159
兵庫県神戸市灘区赤松町３丁目,34.7227844,135.2322652,112
兵庫県神戸市灘区天城通１丁目,34.7164777,135.2246506,190
兵庫県神戸市灘区天城通２丁目,34.7161402,135.2236257,101
兵庫県神戸市灘区天城通３丁目,34.7153896,135.2223079,163
兵庫県神戸市灘区天城通４丁目,34.714916,135.2209902,89
兵庫県神戸市灘区天城通５丁目,34.7145079,135.2201117,97
兵庫県神戸市灘区天城通６丁目,34.7143113,135.2187941,103
兵庫県神戸市灘区天城通７丁目,34.7137672,135.2176229,154
兵庫県神戸市灘区天城通８丁目,34.7131576,135.2160125,93
兵庫県神戸市灘区泉通１丁目,34.711733,135.2287506,65
兵庫県神戸市灘区泉通２丁目,34.7112595,135.2274327,132
兵庫県神戸市灘区泉通３丁目,34.7109925,135.2262613,73
兵庫県神戸市灘区泉通４丁目,34.7107256,135.2250899,82
兵庫県神戸市灘区泉通５丁目,34.7099095,135.2233328,209
兵庫県神戸市灘区泉通６丁目,34.7095065,135.2218687,103
兵庫県神戸市灘区一王山町,34.7289601,135.2390022,480
兵庫県神戸市灘区岩屋北町１丁目,34.7059704,135.2223079,222
兵庫県神戸市灘区岩屋北町２丁目,34.7057085,135.220551,341
兵庫県神戸市灘区岩屋北町３丁目,34.7057185,135.2193797,365
兵庫県神戸市灘区岩屋北町４丁目,34.7046204,135.2182085,336
兵庫県神戸市灘区岩屋北町５丁目,34.7043584,135.2164517,509
兵庫県神戸市灘区岩屋北町６丁目,34.70601060000001,135.2176229,91
兵庫県神戸市灘区岩屋北町７丁目,34.7051945,135.2158661,368
兵庫県神戸市灘区岩屋中町１丁目,34.7042981,135.2234792,96
兵庫県神戸市灘区岩屋中町２丁目,34.7041772,135.2214294,470
兵庫県神戸市灘区岩屋中町３丁目,34.7037037,135.2201117,232
兵庫県神戸市灘区岩屋中町４丁目,34.7032302,135.2187941,169
兵庫県神戸市灘区岩屋中町５丁目,34.7030388,135.2168909,273
兵庫県神戸市灘区岩屋南町,34.7031898,135.2234792,19
兵庫県神戸市灘区上野通１丁目,34.71870380000001,135.2234792,201
兵庫県神戸市灘区上野通２丁目,34.7182252,135.2227472,79
兵庫県神戸市灘区上野通３丁目,34.71761559999999,135.2211366,163
兵庫県神戸市灘区上野通４丁目,34.717142,135.2198189,90
兵庫県神戸市灘区上野通５丁目,34.7167388,135.2183549,136
兵庫県神戸市灘区上野通６丁目,34.7161947,135.2171837,59
兵庫県神戸市灘区上野通７丁目,34.7157211,135.2158661,125
兵庫県神戸市灘区上野通８丁目,34.7154588,135.2141094,163
兵庫県神戸市灘区烏帽子町１丁目,34.7105435,135.2381234,79
兵庫県神戸市灘区烏帽子町２丁目,34.7105537,135.2369517,273
兵庫県神戸市灘区烏帽子町３丁目,34.7100098,135.2357801,179
兵庫県神戸市灘区王子町１丁目,34.7104331,135.2187941,206
兵庫県神戸市灘区大石北町,34.7061715,135.2310936,278
兵庫県神戸市灘区大石東町１丁目,34.709153,135.2387093,367
兵庫県神戸市灘区大石東町２丁目,34.7091632,135.2375376,200
兵庫県神戸市灘区大石東町３丁目,34.7086193,135.2363659,152
兵庫県神戸市灘区大石東町４丁目,34.70862950000001,135.2351942,345
兵庫県神戸市灘区大石東町５丁目,34.7072492,135.2346084,397
兵庫県神戸市灘区大石東町６丁目,34.7075416,135.232851,410
兵庫県神戸市灘区大石南町１丁目,34.7036625,135.232851,176
兵庫県神戸市灘区大石南町２丁目,34.7036727,135.2316794,115
兵庫県神戸市灘区大石南町３丁目,34.7038895,135.2306543,55
兵庫県神戸市灘区大内通１丁目,34.7127757,135.2283113,103
兵庫県神戸市灘区大内通２丁目,34.7125792,135.2269934,221
兵庫県神戸市灘区大内通３丁目,34.7116877,135.2259684,111
兵庫県神戸市灘区大内通４丁目,34.7111436,135.224797,138
兵庫県神戸市灘区大内通５丁目,34.7106046,135.22304,104
兵庫県神戸市灘区大内通６丁目,34.7102016,135.2215758,58
兵庫県神戸市灘区大月台,34.7356875,135.2296292,106
兵庫県神戸市灘区大土平町１丁目,34.7252826,135.2316794,130
兵庫県神戸市灘区大土平町２丁目,34.7250861,135.2303614,76
兵庫県神戸市灘区上河原通１丁目,34.7119747,135.232851,62
兵庫県神戸市灘区上河原通２丁目,34.7117732,135.2321188,61
兵庫県神戸市灘区上河原通３丁目,34.7116423,135.2312401,139
兵庫県神戸市灘区上河原通４丁目,34.7114739,135.2304106,67
兵庫県神戸市灘区神ノ木通１丁目,34.7142365,135.2316062,78
兵庫県神戸市灘区神ノ木通２丁目,34.7142768,135.2309472,92
兵庫県神戸市灘区神ノ木通３丁目,34.7139393,135.2299221,181
兵庫県神戸市灘区神ノ木通４丁目,34.7136018,135.2288971,22
兵庫県神戸市灘区神前町１丁目,34.7168709,135.2353407,131
兵庫県神戸市灘区神前町２丁目,34.7163975,135.2340226,78
兵庫県神戸市灘区神前町３丁目,34.7158534,135.232851,95
兵庫県神戸市灘区神前町４丁目,34.715657,135.231533,145
