住所（スプレッドシート用）,Latitude,Longitude,世帯数
兵庫県姫路市書写台２丁目,34.8704014,134.6495487,329
兵庫県姫路市書写台３丁目,34.8665141,134.6483741,179
兵庫県姫路市菅生台,34.8758825,134.6425009,389
兵庫県姫路市六角,34.880557,134.6383891,149
兵庫県姫路市刀出,34.8949389,134.6360394,221
兵庫県姫路市青山,34.8466286,134.6231138,54
兵庫県姫路市西夢前台１丁目,34.8520906,134.6460249,146
兵庫県姫路市西夢前台２丁目,34.8482022,134.6448503,77
兵庫県姫路市西夢前台３丁目,34.841956,134.6433819,46
兵庫県姫路市飾西,34.8600096,134.6325146,925
兵庫県姫路市飾西台,34.858034,134.6445566,83
兵庫県姫路市川西,34.8543265,134.6483741,127
兵庫県姫路市川西台,34.8567326,134.6545403,172
兵庫県姫路市町田,34.8648229,134.6448503,242
兵庫県姫路市実法寺,34.8706054,134.6407387,418
兵庫県姫路市打越,34.89321,134.6278144,613
兵庫県姫路市白鳥台１丁目,34.8795937,134.6225262,366
兵庫県姫路市白鳥台２丁目,34.8834619,134.6213509,359
兵庫県姫路市白鳥台３丁目,34.8856976,134.6237014,442
兵庫県姫路市緑台１丁目,34.9010958,134.6269331,359
兵庫県姫路市緑台２丁目,34.9013584,134.6251704,363
兵庫県姫路市青山北１丁目,34.8542868,134.6436756,173
兵庫県姫路市青山北２丁目,34.8564831,134.6413261,366
兵庫県姫路市青山北３丁目,34.8520306,134.6389765,537
兵庫県姫路市青山１丁目,34.8481821,134.6425009,443
兵庫県姫路市青山２丁目,34.8463687,134.6410324,77
兵庫県姫路市青山３丁目,34.8420768,134.6413261,368
兵庫県姫路市青山４丁目,34.8437087,134.6378017,440
兵庫県姫路市青山５丁目,34.8453813,134.6389765,177
兵庫県姫路市青山６丁目,34.848706,134.6389765,521
兵庫県姫路市青山南１丁目,34.8411598,134.6394171,156
兵庫県姫路市青山南２丁目,34.8415821,134.6322208,161
兵庫県姫路市青山南３丁目,34.8412792,134.6292833,243
兵庫県姫路市青山南４丁目,34.8398574,134.6251704,121
兵庫県姫路市青山西１丁目,34.8464285,134.6319271,150
兵庫県姫路市青山西２丁目,34.8436679,134.6331021,665
兵庫県姫路市青山西３丁目,34.8426699,134.6298708,146
兵庫県姫路市青山西４丁目,34.8440399,134.6281082,124
兵庫県姫路市青山西５丁目,34.8408667,134.6255644,172
兵庫県姫路市西脇,34.868549,134.5949,323
兵庫県姫路市太市中,34.8553301,134.6043065,149
兵庫県姫路市相野,34.8665378,134.6184127,150
兵庫県姫路市石倉,34.8775796,134.6137111,143
兵庫県姫路市林田町松山,34.9415677,134.5807868,116
兵庫県姫路市林田町山田,34.9327824,134.5901961,74
兵庫県姫路市林田町中山下,34.9233164,134.5843155,33
兵庫県姫路市林田町六九谷,34.9171522,134.5760814,248
兵庫県姫路市林田町八幡,34.9194876,134.5901961,93
兵庫県姫路市林田町奥佐見,34.9284283,134.5996035,80
兵庫県姫路市林田町口佐見,34.9103414,134.5896081,78
兵庫県姫路市林田町林谷,34.9017584,134.5901961,220
兵庫県姫路市林田町新町,34.8648229,134.6448503,86
兵庫県姫路市林田町林田,34.9036118,134.5801986,50
兵庫県姫路市林田町上構,34.8154176,134.6855509,88
兵庫県姫路市林田町中構,34.8991169,134.5731403,76
兵庫県姫路市林田町久保,34.8990375,134.5799046,93
兵庫県姫路市林田町下構,34.8974852,134.5766696,196
兵庫県姫路市林田町大堤,34.9351876,134.6137111,53
兵庫県姫路市林田町上伊勢,34.9119077,134.6113601,262
兵庫県姫路市林田町下伊勢,34.8907972,134.6043065,205
兵庫県姫路市飾東町佐良和,34.8491639,134.7299362,925
兵庫県姫路市飾東町庄,34.8433187,134.7366657,860
兵庫県姫路市飾東町豊国,34.8476175,134.7451765,481
兵庫県姫路市飾東町塩崎,34.8455071,134.7592401,154
兵庫県姫路市飾東町北山,34.8382343,134.7486928,74
兵庫県姫路市飾東町志吹,34.8154176,134.6855509,94
兵庫県姫路市飾東町唐端新,34.8339452,134.7674419,51
兵庫県姫路市飾東町夕陽ケ丘,34.8298699,134.7589472,126
兵庫県姫路市飾東町小原新,34.8728815,134.797893,31
兵庫県姫路市飾東町小原,34.8673357,134.7955513,71
兵庫県姫路市飾東町八重畑,34.8633452,134.7779849,248
兵庫県姫路市飾東町北野,34.8568032,134.7920386,56
兵庫県姫路市飾東町大釜,34.8479526,134.7920386,88
兵庫県姫路市飾東町大釜新,34.8517521,134.7814987,18
兵庫県姫路市飾東町清住,34.8456415,134.7779849,82
兵庫県姫路市飾東町山崎,34.8543611,134.7592401,253
兵庫県姫路市豊富町豊富,34.8897049,134.7498649,943
兵庫県姫路市豊富町甲丘１丁目,34.8984075,134.7483998,241
兵庫県姫路市豊富町甲丘２丁目,34.8991551,134.7464952,91
兵庫県姫路市豊富町甲丘３丁目,34.8972932,134.7472277,325
兵庫県姫路市豊富町甲丘４丁目,34.8970045,134.7454696,121
兵庫県姫路市豊富町御蔭,34.8686304,134.7428322,1129
兵庫県姫路市豊富町神谷,34.8821046,134.7709565,347
兵庫県姫路市山田町牧野,34.9008626,134.763927,152
兵庫県姫路市山田町西山田,34.9036968,134.7744709,236
兵庫県姫路市山田町南山田,34.9042874,134.7803275,236
兵庫県姫路市山田町北山田,34.9042874,134.7803275,135
兵庫県姫路市山田町多田,34.9186185,134.7732994,282
兵庫県姫路市船津町,34.9226991,134.7533257,1728
兵庫県姫路市香寺町香呂,34.9144776,134.7322812,924
兵庫県姫路市香寺町行重,34.9210835,134.7275911,93
兵庫県姫路市香寺町矢田部,34.9270962,134.7170366,100
兵庫県姫路市香寺町相坂,34.9214823,134.7053066,213
兵庫県姫路市香寺町田野,34.9050324,134.7264185,650
兵庫県姫路市香寺町犬飼,34.9006719,134.7357985,442
兵庫県姫路市香寺町中仁野,34.9056909,134.74166,691
兵庫県姫路市香寺町中屋,34.9086973,134.7363846,213
兵庫県姫路市香寺町広瀬,34.9123286,134.74166,474
兵庫県姫路市香寺町須加院,34.8994161,134.7146908,1156
兵庫県姫路市香寺町久畑,34.9624322,134.7076528,65
兵庫県姫路市香寺町中村,34.9491584,134.7076528,81
兵庫県姫路市香寺町恒屋,34.9403718,134.7170366,336
兵庫県姫路市香寺町中寺,34.9332678,134.7299362,596
兵庫県姫路市香寺町土師,34.927223,134.7357985,568
兵庫県姫路市香寺町野田,34.9268412,134.7407808,51
兵庫県姫路市香寺町溝口,34.9317089,134.7451765,1202
兵庫県姫路市香寺町岩部,34.9178754,134.7440044,203
兵庫県姫路市安富町安志,34.9837645,134.5949,734
兵庫県姫路市安富町名坂,35.0014775,134.5949,168
兵庫県姫路市安富町三森,34.9827813,134.6113601,83
兵庫県姫路市安富町長野,34.9809514,134.58902,306
兵庫県姫路市安富町塩野,34.9747597,134.5760814,147
兵庫県姫路市安富町植木野,34.9660481,134.5949,136
兵庫県姫路市安富町三坂,34.9572625,134.6043065,49
兵庫県姫路市安富町瀬川,34.9549363,134.5901961,41
兵庫県姫路市安富町狭戸,34.957038,134.5760814,115
兵庫県姫路市安富町末広,35.0137045,134.6019551,95
兵庫県姫路市安富町杤原,35.0326628,134.6231138,70
兵庫県姫路市安富町皆河,35.0402624,134.6019551,90
兵庫県姫路市安富町関,35.0670543,134.6395639,26
兵庫県姫路市飾磨区宮,34.8154176,134.6855509,141
兵庫県姫路市飾磨区大浜,34.7945118,134.6680442,75
兵庫県姫路市飾磨区天神,34.7955994,134.665696,160
兵庫県姫路市飾磨区細江,34.7887543,134.6595313,1457
兵庫県姫路市飾磨区須加,34.7846233,134.662467,171
兵庫県姫路市飾磨区御幸,34.7962055,134.6715664,81
兵庫県姫路市飾磨区東堀,34.7950971,134.6715664,183
兵庫県姫路市飾磨区玉地,34.7990176,134.6762621,326
兵庫県姫路市飾磨区恵美酒,34.8030072,134.6730339,1480
兵庫県姫路市飾磨区清水,34.8024836,134.6765556,373
兵庫県姫路市飾磨区亀山,34.8098485,134.6791967,123
兵庫県姫路市飾磨区栄町,34.7985084,134.6734741,85
兵庫県姫路市飾磨区中島,34.7827937,134.6747948,1196
兵庫県姫路市飾磨区都倉１丁目,34.80735,134.6786098,195
兵庫県姫路市飾磨区都倉２丁目,34.8052645,134.6777295,153
兵庫県姫路市飾磨区都倉３丁目,34.8042871,134.6768491,99
兵庫県姫路市飾磨区玉地１丁目,34.8001361,134.677436,227
兵庫県姫路市飾磨区清水１丁目,34.8028967,134.6762621,169
兵庫県姫路市飾磨区清水２丁目,34.8026349,134.6780229,136
兵庫県姫路市飾磨区清水３丁目,34.8023731,134.6797836,50
兵庫県姫路市飾磨区中島１丁目,34.7945249,134.6853588,428
兵庫県姫路市飾磨区中島２丁目,34.7949074,134.6815443,76
兵庫県姫路市飾磨区中島３丁目,34.7926907,134.6815443,154
兵庫県姫路市飾磨区今在家,34.8022333,134.6539789,655
兵庫県姫路市飾磨区今在家２丁目,34.8015919,134.6539531,344
兵庫県姫路市飾磨区今在家３丁目,34.8028626,134.6565955,430
兵庫県姫路市飾磨区今在家４丁目,34.804473,134.6507232,411
兵庫県姫路市飾磨区加茂,34.8012311,134.6601185,878
兵庫県姫路市飾磨区構,34.8087492,134.6642283,196
兵庫県姫路市飾磨区思案橋,34.7977748,134.6609992,145
兵庫県姫路市飾磨区今在家５丁目,34.806298,134.6533658,145
兵庫県姫路市飾磨区今在家６丁目,34.8061881,134.6565955,446
兵庫県姫路市飾磨区今在家７丁目,34.8074481,134.6580634,137
兵庫県姫路市飾磨区蓼野町,34.8062296,134.6612928,233
兵庫県姫路市飾磨区構１丁目,34.8062708,134.6659895,239
兵庫県姫路市飾磨区構２丁目,34.8084464,134.6612928,190
兵庫県姫路市飾磨区構３丁目,34.8090519,134.6671637,393
兵庫県姫路市飾磨区構４丁目,34.8106837,134.6636412,343
兵庫県姫路市飾磨区構５丁目,34.8129412,134.6683378,395
兵庫県姫路市飾磨区加茂北,34.8045015,134.6617331,48
兵庫県姫路市飾磨区加茂南,34.7994584,134.6633477,123
兵庫県姫路市飾磨区加茂東,34.8034895,134.6648154,268
兵庫県姫路市飾磨区今在家北１丁目,34.8100781,134.6577699,75
兵庫県姫路市飾磨区今在家北２丁目,34.8082431,134.6539531,148
兵庫県姫路市飾磨区今在家北３丁目,34.8111658,134.6554211,211
兵庫県姫路市飾磨区付城,34.8116681,134.6495487,15
兵庫県姫路市飾磨区富士見ケ丘町,34.8160396,134.6425009,213
兵庫県姫路市飾磨区山崎,34.8140628,134.6383891,813
兵庫県姫路市飾磨区山崎台,34.8126506,134.6354519,123
兵庫県姫路市飾磨区英賀,34.7964089,134.6477868,318
兵庫県姫路市飾磨区英賀保駅前町,34.8123218,134.6451439,254
兵庫県姫路市飾磨区城南町１丁目,34.8116472,134.6471995,314
兵庫県姫路市飾磨区城南町２丁目,34.8092994,134.6480805,253
兵庫県姫路市飾磨区城南町３丁目,34.807234,134.6495487,154
兵庫県姫路市飾磨区英賀春日町１丁目,34.8105177,134.6448503,129
兵庫県姫路市飾磨区英賀春日町２丁目,34.8104967,134.6425009,214
兵庫県姫路市飾磨区鎌倉町,34.8100519,134.6392702,196
兵庫県姫路市飾磨区若宮町,34.8094764,134.6369206,192
兵庫県姫路市飾磨区英賀宮台,34.8055959,134.6369206,64
兵庫県姫路市飾磨区矢倉町１丁目,34.8084101,134.6416198,186
兵庫県姫路市飾磨区矢倉町２丁目,34.807824,134.6380954,223
兵庫県姫路市飾磨区英賀清水町１丁目,34.8084417,134.6451439,254
兵庫県姫路市飾磨区英賀清水町２丁目,34.8060833,134.6448503,104
兵庫県姫路市飾磨区英賀清水町３丁目,34.8061044,134.6471995,242
兵庫県姫路市飾磨区中浜町１丁目,34.8038871,134.6471995,262
兵庫県姫路市飾磨区中浜町２丁目,34.802083,134.6469059,89
兵庫県姫路市飾磨区中浜町３丁目,34.8082223,134.6516041,198
兵庫県姫路市飾磨区英賀宮町１丁目,34.8064753,134.6422072,197
兵庫県姫路市飾磨区英賀宮町２丁目,34.805476,134.6389765,288
兵庫県姫路市飾磨区英賀東町１丁目,34.8037248,134.6445566,110
兵庫県姫路市飾磨区英賀東町２丁目,34.8010837,134.6436756,171
兵庫県姫路市飾磨区英賀西町１丁目,34.8032798,134.6413261,144
兵庫県姫路市飾磨区英賀西町２丁目,34.8025736,134.6398576,181
兵庫県姫路市飾磨区英賀西町３丁目,34.8000949,134.6416198,66
兵庫県姫路市飾磨区西浜町１丁目,34.799855,134.6457313,155
兵庫県姫路市飾磨区西浜町２丁目,34.7988662,134.6436756,171
兵庫県姫路市飾磨区西浜町３丁目,34.7961051,134.6448503,179
兵庫県姫路市飾磨区高町１丁目,34.8111451,134.6530722,334
兵庫県姫路市飾磨区高町２丁目,34.813362,134.6530722,277
兵庫県姫路市飾磨区付城１丁目,34.8133205,134.6483741,288
兵庫県姫路市飾磨区付城２丁目,34.8111243,134.6507232,165
兵庫県姫路市飾磨区阿成,34.8098369,134.6941604,248
兵庫県姫路市飾磨区三和町,34.7993507,134.682718,206
兵庫県姫路市飾磨区野田町,34.8119737,134.684772,326
兵庫県姫路市飾磨区三宅１丁目,34.8124979,134.6812509,484
兵庫県姫路市飾磨区三宅２丁目,34.8098786,134.682718,34
兵庫県姫路市飾磨区三宅３丁目,34.8104126,134.6803705,100
兵庫県姫路市飾磨区上野田１丁目,34.8084783,134.6809574,76
兵庫県姫路市飾磨区上野田２丁目,34.8087804,134.6838917,72
兵庫県姫路市飾磨区上野田３丁目,34.8076823,134.6850654,225
兵庫県姫路市飾磨区上野田４丁目,34.8060301,134.686239,195
兵庫県姫路市飾磨区上野田５丁目,34.8074501,134.6903466,151
兵庫県姫路市飾磨区上野田６丁目,34.804801,134.6882928,275
兵庫県姫路市飾磨区中野田１丁目,34.8062519,134.6797836,91
兵庫県姫路市飾磨区中野田２丁目,34.8059899,134.6815443,194
兵庫県姫路市飾磨区中野田３丁目,34.8054459,134.682718,153
兵庫県姫路市飾磨区中野田４丁目,34.8043478,134.6838917,181
兵庫県姫路市飾磨区下野田１丁目,34.8013478,134.6805095,164
兵庫県姫路市飾磨区下野田２丁目,34.7984941,134.6797836,318
兵庫県姫路市飾磨区下野田３丁目,34.8018392,134.6821312,218
兵庫県姫路市飾磨区下野田４丁目,34.8020004,134.684772,456
兵庫県姫路市飾磨区阿成鹿古,34.79924,134.6859456,467
兵庫県姫路市飾磨区阿成渡場,34.7959557,134.6906399,583
兵庫県姫路市飾磨区阿成中垣内,34.793175,134.6894664,181
兵庫県姫路市飾磨区阿成下垣内,34.7909585,134.6894664,101
兵庫県姫路市飾磨区阿成植木,34.8026047,134.6906399,732
兵庫県姫路市飾磨区堀川町,34.8085383,134.6879995,104
兵庫県姫路市飾磨区妻鹿,34.7901729,134.6947471,1953
兵庫県姫路市飾磨区妻鹿東海町,34.7844906,134.6944537,97
兵庫県姫路市家島町宮,34.6630183,134.5737286,507
兵庫県姫路市家島町真浦,34.6518597,134.4771596,727
兵庫県姫路市家島町坊勢,34.6433128,134.5054442,813
兵庫県姫路市広畑区北河原町,34.8093032,134.6331021,207
兵庫県姫路市広畑区北野町１丁目,34.8059555,134.6307521,297
兵庫県姫路市広畑区北野町２丁目,34.8054333,134.634277,149
兵庫県姫路市広畑区清水町１丁目,34.8041617,134.6316333,112
兵庫県姫路市広畑区清水町２丁目,34.8036288,134.6339833,80
兵庫県姫路市広畑区清水町３丁目,34.8038514,134.6355988,25
兵庫県姫路市広畑区本町１丁目,34.8027703,134.6310458,141
兵庫県姫路市広畑区本町２丁目,34.8013896,134.6316333,119
兵庫県姫路市広畑区本町３丁目,34.8025907,134.6341302,25
兵庫県姫路市広畑区本町４丁目,34.8019656,134.6339833,58
兵庫県姫路市広畑区本町５丁目,34.8028839,134.6358925,31
兵庫県姫路市広畑区本町６丁目,34.8017152,134.6369206,49
兵庫県姫路市広畑区末広町１丁目,34.800346,134.6311927,68
兵庫県姫路市広畑区末広町２丁目,34.800585,134.6345708,76
兵庫県姫路市広畑区末広町３丁目,34.8006065,134.6369206,125
兵庫県姫路市広畑区東新町１丁目,34.7987588,134.6319271,155
兵庫県姫路市広畑区東新町２丁目,34.7987804,134.634277,357
兵庫県姫路市広畑区東新町３丁目,34.798802,134.6366268,379
兵庫県姫路市広畑区長町１丁目,34.796541,134.6319271,114
兵庫県姫路市広畑区長町２丁目,34.7965627,134.634277,288
兵庫県姫路市広畑区鶴町１丁目,34.7943232,134.6319271,17
兵庫県姫路市広畑区鶴町２丁目,34.7943449,134.634277,14
兵庫県姫路市広畑区夢前町３丁目,34.7966273,134.6413261,4
兵庫県姫路市広畑区正門通１丁目,34.8060752,134.6286957,56
兵庫県姫路市広畑区正門通２丁目,34.8027487,134.6286957,79
兵庫県姫路市広畑区正門通３丁目,34.799422,134.6286957,57
兵庫県姫路市広畑区正門通４丁目,34.795269,134.6292833,160
兵庫県姫路市広畑区早瀬町１丁目,34.8060645,134.6275206,192
兵庫県姫路市広畑区早瀬町２丁目,34.8058907,134.6237014,214
兵庫県姫路市広畑区早瀬町３丁目,34.8053852,134.6214978,105
兵庫県姫路市広畑区小松町１丁目,34.803151,134.6272269,261
兵庫県姫路市広畑区小松町２丁目,34.8028466,134.624289,334
兵庫県姫路市広畑区小松町３丁目,34.8025422,134.6213509,192
兵庫県姫路市広畑区小松町４丁目,34.8030639,134.617825,147
兵庫県姫路市広畑区高浜町１丁目,34.799259,134.6260517,223
兵庫県姫路市広畑区高浜町２丁目,34.798824,134.6239952,72
兵庫県姫路市広畑区高浜町３丁目,34.7992152,134.6213509,162
兵庫県姫路市広畑区高浜町４丁目,34.7991933,134.6190003,379
兵庫県姫路市広畑区吾妻町１丁目,34.7964975,134.6272269,118
兵庫県姫路市広畑区吾妻町２丁目,34.796606,134.6239952,96
兵庫県姫路市広畑区吾妻町３丁目,34.7963013,134.6210571,447
兵庫県姫路市広畑区大町１丁目,34.7942796,134.6272269,22
兵庫県姫路市広畑区大町２丁目,34.7936921,134.6237014,3
兵庫県姫路市広畑区小坂,34.8072388,134.619588,931
兵庫県姫路市広畑区京見町,34.8123268,134.6151804,285
兵庫県姫路市広畑区才,34.8154176,134.6855509,2249
兵庫県姫路市広畑区則直,34.8154176,134.6855509,884
兵庫県姫路市広畑区蒲田,34.8313167,134.6466122,1159
兵庫県姫路市広畑区東夢前台４丁目,34.8386312,134.6433819,143
兵庫県姫路市広畑区西夢前台４丁目,34.8337542,134.6401513,278
兵庫県姫路市広畑区西夢前台５丁目,34.8298645,134.6389765,435
兵庫県姫路市広畑区西夢前台６丁目,34.8183455,134.6369206,63
兵庫県姫路市広畑区西夢前台７丁目,34.8170852,134.6354519,123
兵庫県姫路市広畑区西夢前台８丁目,34.8124987,134.6339833,91
兵庫県姫路市広畑区西蒲田,34.8289761,134.6325146,1868
兵庫県姫路市広畑区城山町,34.8286046,134.637508,373
兵庫県姫路市広畑区蒲田１丁目,34.8215614,134.6401513,153
兵庫県姫路市広畑区蒲田２丁目,34.824343,134.6413261,301
兵庫県姫路市広畑区蒲田３丁目,34.8265805,134.6436756,269
兵庫県姫路市広畑区蒲田４丁目,34.8276683,134.6413261,280
兵庫県姫路市広畑区蒲田５丁目,34.8299057,134.6436756,292
兵庫県姫路市大津区天満,34.7982786,134.6101846,2060
兵庫県姫路市大津区長松,34.8015392,134.6031308,802
兵庫県姫路市大津区西土井,34.8049772,134.6148865,739
兵庫県姫路市大津区大津町１丁目,34.8057595,134.6095968,267
兵庫県姫路市大津区大津町３丁目,34.803802,134.6078335,295
兵庫県姫路市大津区大津町４丁目,34.8050081,134.6034247,160
兵庫県姫路市大津区吉美,34.782704,134.6054822,408
兵庫県姫路市大津区平松,34.793752,134.6007793,1126
兵庫県姫路市大津区天神町１丁目,34.7969532,134.6166496,263
兵庫県姫路市大津区天神町２丁目,34.7936259,134.6166496,733
兵庫県姫路市大津区恵美酒町１丁目,34.7948097,134.6098907,228
兵庫県姫路市大津区恵美酒町２丁目,34.7924498,134.6095968,305
兵庫県姫路市大津区新町１丁目,34.792818,134.6046004,194
兵庫県姫路市大津区新町２丁目,34.7914371,134.6051883,220
兵庫県姫路市大津区勘兵衛町１丁目,34.7908642,134.617825,194
兵庫県姫路市大津区勘兵衛町２丁目,34.7891446,134.6119479,479
兵庫県姫路市大津区勘兵衛町３丁目,34.7864052,134.6154742,3
兵庫県姫路市大津区勘兵衛町４丁目,34.784685,134.6095968,10
兵庫県姫路市大津区真砂町,34.7882733,134.6078335,324
兵庫県姫路市大津区北天満町,34.8017695,134.6128295,99
兵庫県姫路市網干区新在家,34.7798271,134.5949,1446
兵庫県姫路市網干区興浜,34.8154176,134.6855509,1689
兵庫県姫路市網干区余子浜,34.784999,134.5849036,428
兵庫県姫路市網干区大江島,34.7837449,134.5984277,511
兵庫県姫路市網干区浜田,34.775201,134.5760814,1335
兵庫県姫路市網干区垣内中町,34.7900267,134.588432,217
兵庫県姫路市網干区垣内東町,34.7900497,134.5907841,131
兵庫県姫路市網干区北新在家,34.7889631,134.5931361,318
兵庫県姫路市網干区大江島寺前町,34.7905086,134.595194,93
兵庫県姫路市網干区大江島古川町,34.7883012,134.5963699,112
兵庫県姫路市網干区垣内北町,34.7928347,134.5919601,98
兵庫県姫路市網干区垣内本町,34.7922226,134.5860798,396
兵庫県姫路市網干区垣内南町,34.7888941,134.5860798,362
兵庫県姫路市網干区垣内西町,34.7899573,134.5813749,376
兵庫県姫路市網干区坂上,34.8002718,134.5866678,921
兵庫県姫路市網干区坂出,34.8058413,134.58902,542
兵庫県姫路市網干区津市場,34.8002261,134.5819631,971
兵庫県姫路市網干区田井,34.8014944,134.5984277,975
兵庫県姫路市網干区和久,34.8135837,134.5866678,955
兵庫県姫路市網干区高田,34.81132,134.5819631,731
兵庫県姫路市網干区福井,34.8071656,134.5825512,132
兵庫県姫路市網干区宮内,34.7992307,134.5937241,322
兵庫県姫路市勝原区丁,34.8154176,134.6855509,853
兵庫県姫路市勝原区勝山町,34.8175016,134.6051883,218
兵庫県姫路市勝原区下太田,34.8236767,134.5984277,645
兵庫県姫路市勝原区朝日谷,34.8158469,134.5913721,823
兵庫県姫路市勝原区大谷,34.8216309,134.5872559,730
兵庫県姫路市勝原区山戸,34.8114992,134.6007793,678
兵庫県姫路市勝原区宮田,34.8092365,134.596076,1781
兵庫県姫路市勝原区勝原町,34.8069834,134.6011493,348
兵庫県姫路市勝原区熊見,34.8104564,134.6078335,1030
兵庫県姫路市余部区上川原,34.8044791,134.5631392,326
兵庫県姫路市余部区上余部,34.7995674,134.5713756,1108
兵庫県姫路市余部区下余部,34.797961,134.5772578,660
兵庫県姫路市白浜町,34.7868242,134.7058085,4015
兵庫県姫路市白浜町寺家１丁目,34.7907159,134.7097057,329
兵庫県姫路市白浜町寺家２丁目,34.7933548,134.7105855,457
兵庫県姫路市白浜町神田１丁目,34.7915222,134.706773,76
兵庫県姫路市白浜町神田２丁目,34.7944431,134.7082394,239
兵庫県姫路市白浜町宇佐崎中１丁目,34.7828978,134.7187959,345
兵庫県姫路市白浜町宇佐崎中２丁目,34.7824451,134.7143976,132
兵庫県姫路市白浜町宇佐崎中３丁目,34.7826873,134.7102922,171
兵庫県姫路市白浜町宇佐崎南２丁目,34.7806221,134.7117585,1
兵庫県姫路市白浜町宇佐崎北１丁目,34.7862218,134.7187959,338
兵庫県姫路市白浜町宇佐崎北２丁目,34.7873101,134.7164502,375
兵庫県姫路市白浜町宇佐崎北３丁目,34.7883984,134.7141044,541
兵庫県姫路市木場,34.7727227,134.7275911,474
兵庫県姫路市八家,34.7815865,134.7275911,423
兵庫県姫路市木場十八反町,34.7771153,134.7229005,12
兵庫県姫路市木場前中町,34.7790296,134.7199686,139
兵庫県姫路市木場前七反町,34.7801178,134.717623,60
兵庫県姫路市東山,34.7881949,134.7229005,1663
兵庫県姫路市継,34.7959306,134.720555,1088
兵庫県姫路市奥山,34.8031025,134.7170366,226
兵庫県姫路市北原,34.7985931,134.7076528,1421
兵庫県姫路市兼田,34.8029463,134.6982672,686
兵庫県姫路市的形町的形,34.7800506,134.7428322,2260
兵庫県姫路市的形町福泊,34.7694579,134.7346261,205
兵庫県姫路市大塩町,34.779711,134.7582078,2540
兵庫県姫路市大塩町宮前,34.7776865,134.7586542,44
兵庫県姫路市大塩町汐咲１丁目,34.7783623,134.7566035,39
兵庫県姫路市大塩町汐咲２丁目,34.7788972,134.7542598,165
兵庫県姫路市大塩町汐咲３丁目,34.7791599,134.7525019,108
